Item ID,Item_Description,Category,Year_Month_Str,Year,Month,Total_Qty_Sold,Num_Orders,Num_Days_With_Sales,Avg_Qty_Per_Order,Avg_Unit_Price,Median_Unit_Price,Min_Unit_Price,Max_Unit_Price,Std_Unit_Price,Price_Change_Pct,Total_Revenue,Qty_Lag_1,Qty_Lag_2,Qty_Lag_3,Qty_Rolling_3M_Avg,Qty_Rolling_6M_Avg,Qty_Growth_Pct,Lifetime_Total_Qty,Lifetime_Avg_Price,Months_Since_Launch
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2023-04,2023,4,23,23,16,1.0,198.13,199.0,179.0,199.0,4.17,3.98,4557.0,26.0,20.0,27.0,24.33,24.33,-11.54,363,197.83,3
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2023-05,2023,5,21,21,17,1.0,199.0,199.0,199.0,199.0,0.0,0.44,4179.0,23.0,26.0,20.0,23.0,24.0,-8.7,363,197.83,4
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2023-06,2023,6,27,27,19,1.0,199.0,199.0,199.0,199.0,0.0,0.0,5373.0,21.0,23.0,26.0,23.33,23.4,28.57,363,197.83,5
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2023-07,2023,7,20,20,15,1.0,199.0,199.0,199.0,199.0,0.0,0.0,3980.0,27.0,21.0,23.0,23.67,24.0,-25.93,363,197.83,6
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2023-08,2023,8,10,10,9,1.0,199.0,199.0,199.0,199.0,0.0,0.0,1990.0,20.0,27.0,21.0,22.67,22.83,-50.0,363,197.83,7
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2023-09,2023,9,18,18,14,1.0,199.0,199.0,199.0,199.0,0.0,0.0,3582.0,10.0,20.0,27.0,19.0,21.17,80.0,363,197.83,8
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2023-10,2023,10,14,14,10,1.0,199.0,199.0,199.0,199.0,0.0,0.0,2786.0,18.0,10.0,20.0,16.0,19.83,-22.22,363,197.83,9
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2023-11,2023,11,16,14,10,1.14,199.0,199.0,199.0,199.0,0.0,0.0,3184.0,14.0,18.0,10.0,14.0,18.33,14.29,363,197.83,10
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2023-12,2023,12,15,15,12,1.0,199.0,199.0,199.0,199.0,0.0,0.0,2985.0,16.0,14.0,18.0,16.0,17.5,-6.25,363,197.83,11
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2024-01,2024,1,17,16,13,1.06,199.0,199.0,199.0,199.0,0.0,0.0,3383.0,15.0,16.0,14.0,15.0,15.5,13.33,363,197.83,12
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2024-02,2024,2,11,11,9,1.0,199.0,199.0,199.0,199.0,0.0,0.0,2189.0,17.0,15.0,16.0,16.0,15.0,-35.29,363,197.83,13
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2024-03,2024,3,13,13,13,1.0,199.0,199.0,199.0,199.0,0.0,0.0,2587.0,11.0,17.0,15.0,14.33,15.17,18.18,363,197.83,14
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2024-04,2024,4,6,6,6,1.0,199.0,199.0,199.0,199.0,0.0,0.0,1194.0,13.0,11.0,17.0,13.67,14.33,-53.85,363,197.83,15
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2024-05,2024,5,7,7,6,1.0,199.0,199.0,199.0,199.0,0.0,0.0,1393.0,6.0,13.0,11.0,10.0,13.0,16.67,363,197.83,16
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2024-06,2024,6,6,6,6,1.0,199.0,199.0,199.0,199.0,0.0,0.0,1194.0,7.0,6.0,13.0,8.67,11.5,-14.29,363,197.83,17
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2024-07,2024,7,6,5,5,1.2,199.0,199.0,199.0,199.0,0.0,0.0,1194.0,6.0,7.0,6.0,6.33,10.0,0.0,363,197.83,18
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2024-08,2024,8,7,7,6,1.0,199.0,199.0,199.0,199.0,0.0,0.0,1393.0,6.0,6.0,7.0,6.33,8.17,16.67,363,197.83,19
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2024-09,2024,9,7,7,7,1.0,199.0,199.0,199.0,199.0,0.0,0.0,1393.0,7.0,6.0,6.0,6.33,7.5,0.0,363,197.83,20
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2024-10,2024,10,5,5,4,1.0,199.0,199.0,199.0,199.0,0.0,0.0,995.0,7.0,7.0,6.0,6.67,6.5,-28.57,363,197.83,21
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2024-11,2024,11,3,3,3,1.0,199.0,199.0,199.0,199.0,0.0,0.0,597.0,5.0,7.0,7.0,6.33,6.33,-40.0,363,197.83,22
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2024-12,2024,12,3,3,3,1.0,199.0,199.0,199.0,199.0,0.0,0.0,597.0,3.0,5.0,7.0,5.0,5.67,0.0,363,197.83,23
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-01,2025,1,3,3,3,1.0,199.0,199.0,199.0,199.0,0.0,0.0,597.0,3.0,3.0,5.0,3.67,5.17,0.0,363,197.83,24
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-02,2025,2,1,1,1,1.0,199.0,199.0,199.0,199.0,0.0,0.0,199.0,3.0,3.0,3.0,3.0,4.67,-66.67,363,197.83,25
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-03,2025,3,2,2,2,1.0,199.0,199.0,199.0,199.0,0.0,0.0,398.0,1.0,3.0,3.0,2.33,3.67,100.0,363,197.83,26
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-04,2025,4,5,5,5,1.0,199.0,199.0,199.0,199.0,0.0,0.0,995.0,2.0,1.0,3.0,2.0,2.83,150.0,363,197.83,27
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-05,2025,5,4,4,4,1.0,199.0,199.0,199.0,199.0,0.0,0.0,796.0,5.0,2.0,1.0,2.67,2.83,-20.0,363,197.83,28
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-06,2025,6,4,4,4,1.0,199.0,199.0,199.0,199.0,0.0,0.0,796.0,4.0,5.0,2.0,3.67,3.0,0.0,363,197.83,29
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-07,2025,7,3,3,3,1.0,199.0,199.0,199.0,199.0,0.0,0.0,597.0,4.0,4.0,5.0,4.33,3.17,-25.0,363,197.83,30
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-08,2025,8,1,1,1,1.0,199.0,199.0,199.0,199.0,0.0,0.0,199.0,3.0,4.0,4.0,3.67,3.17,-66.67,363,197.83,31
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-09,2025,9,2,2,2,1.0,193.5,193.5,178.0,209.0,21.92,-2.76,387.0,1.0,3.0,4.0,2.67,3.17,100.0,363,197.83,32
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-10,2025,10,3,3,3,1.0,209.33,209.0,209.0,210.0,0.58,8.18,628.0,2.0,1.0,3.0,2.0,3.17,50.0,363,197.83,33
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-11,2025,11,1,1,1,1.0,209.0,209.0,209.0,209.0,0.0,-0.16,209.0,3.0,2.0,1.0,2.0,2.83,-66.67,363,197.83,34
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2025-12,2025,12,1,1,1,1.0,218.0,218.0,218.0,218.0,0.0,4.31,218.0,1.0,3.0,2.0,2.0,2.33,0.0,363,197.83,35
S01-LDHAMP-LLIO,Laundry Hamper - Large Lion,Organizers,2026-01,2026,1,5,5,5,1.0,209.22,218.0,174.08,218.0,19.64,-4.03,1046.08,1.0,1.0,3.0,1.67,1.83,400.0,363,197.83,36
S01-MBKEND-BLAK,Metal Bookend - Black,Home & Living,2023-01,2023,1,16,12,9,1.33,114.0,119.0,99.0,119.0,9.05,0.0,1804.0,0.0,0.0,0.0,0.0,0.0,0.0,41,116.93,0
S01-MBKEND-BLAK,Metal Bookend - Black,Home & Living,2023-02,2023,2,16,10,9,1.6,119.0,119.0,119.0,119.0,0.0,4.39,1904.0,16.0,0.0,0.0,16.0,16.0,0.0,41,116.93,1
S01-MBKEND-BLAK,Metal Bookend - Black,Home & Living,2023-03,2023,3,4,4,3,1.0,119.0,119.0,119.0,119.0,0.0,0.0,476.0,16.0,16.0,0.0,16.0,16.0,-75.0,41,116.93,2
S01-MBKEND-BLAK,Metal Bookend - Black,Home & Living,2023-04,2023,4,3,2,2,1.5,119.0,119.0,119.0,119.0,0.0,0.0,357.0,4.0,16.0,16.0,12.0,12.0,-25.0,41,116.93,3
S01-MBKEND-BLAK,Metal Bookend - Black,Home & Living,2023-05,2023,5,2,1,1,2.0,119.0,119.0,119.0,119.0,0.0,0.0,238.0,3.0,4.0,16.0,7.67,9.75,-33.33,41,116.93,4
S01-MBKEND-GRAY,Metal Bookend - Gray,Home & Living,2023-01,2023,1,13,11,10,1.18,117.18,119.0,99.0,119.0,6.03,0.0,1527.0,0.0,0.0,0.0,0.0,0.0,0.0,32,118.26,0
S01-MBKEND-GRAY,Metal Bookend - Gray,Home & Living,2023-02,2023,2,13,10,10,1.3,119.0,119.0,119.0,119.0,0.0,1.55,1547.0,13.0,0.0,0.0,13.0,13.0,0.0,32,118.26,1
S01-MBKEND-GRAY,Metal Bookend - Gray,Home & Living,2023-03,2023,3,4,4,3,1.0,119.0,119.0,119.0,119.0,0.0,0.0,476.0,13.0,13.0,0.0,13.0,13.0,-69.23,32,118.26,2
S01-MBKEND-GRAY,Metal Bookend - Gray,Home & Living,2023-04,2023,4,2,2,2,1.0,119.0,119.0,119.0,119.0,0.0,0.0,238.0,4.0,13.0,13.0,10.0,10.0,-50.0,32,118.26,3
S01-MBKEND-WHTE,Metal Bookend - White,Home & Living,2023-01,2023,1,15,11,9,1.36,113.55,119.0,99.0,119.0,9.34,0.0,1725.0,0.0,0.0,0.0,0.0,0.0,0.0,119,118.31,0
S01-MBKEND-WHTE,Metal Bookend - White,Home & Living,2023-02,2023,2,20,17,14,1.18,119.0,119.0,119.0,119.0,0.0,4.8,2380.0,15.0,0.0,0.0,15.0,15.0,33.33,119,118.31,1
S01-MBKEND-WHTE,Metal Bookend - White,Home & Living,2023-03,2023,3,9,6,6,1.5,119.0,119.0,119.0,119.0,0.0,0.0,1071.0,20.0,15.0,0.0,17.5,17.5,-55.0,119,118.31,2
S01-MBKEND-WHTE,Metal Bookend - White,Home & Living,2023-04,2023,4,13,9,8,1.44,119.0,119.0,119.0,119.0,0.0,0.0,1547.0,9.0,20.0,15.0,14.67,14.67,44.44,119,118.31,3
S01-MBKEND-WHTE,Metal Bookend - White,Home & Living,2023-05,2023,5,11,9,8,1.22,119.0,119.0,119.0,119.0,0.0,0.0,1309.0,13.0,9.0,20.0,14.0,14.25,-15.38,119,118.31,4
S01-MBKEND-WHTE,Metal Bookend - White,Home & Living,2023-06,2023,6,17,10,9,1.7,119.0,119.0,119.0,119.0,0.0,0.0,2023.0,11.0,13.0,9.0,11.0,13.6,54.55,119,118.31,5
S01-MBKEND-WHTE,Metal Bookend - White,Home & Living,2023-07,2023,7,8,6,6,1.33,119.0,119.0,119.0,119.0,0.0,0.0,952.0,17.0,11.0,13.0,13.67,14.17,-52.94,119,118.31,6
S01-MBKEND-WHTE,Metal Bookend - White,Home & Living,2023-08,2023,8,23,16,12,1.44,119.0,119.0,119.0,119.0,0.0,0.0,2737.0,8.0,17.0,11.0,12.0,13.0,187.5,119,118.31,7
S01-MBKEND-WHTE,Metal Bookend - White,Home & Living,2023-09,2023,9,3,3,3,1.0,119.0,119.0,119.0,119.0,0.0,0.0,357.0,23.0,8.0,17.0,16.0,13.5,-86.96,119,118.31,8
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2023-01,2023,1,41,19,15,2.16,96.42,99.0,69.0,200.0,28.46,0.0,3912.0,0.0,0.0,0.0,0.0,0.0,0.0,377,90.74,0
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2023-02,2023,2,20,12,7,1.67,91.5,99.0,69.0,99.0,13.57,-5.1,1680.0,41.0,0.0,0.0,41.0,41.0,-51.22,377,90.74,1
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2023-03,2023,3,15,11,9,1.36,86.82,89.0,65.0,89.0,7.24,-5.11,1287.0,20.0,41.0,0.0,30.5,30.5,-25.0,377,90.74,2
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2023-04,2023,4,34,19,14,1.79,83.95,89.0,65.0,89.0,10.05,-3.31,2690.0,15.0,20.0,41.0,25.33,25.33,126.67,377,90.74,3
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2023-05,2023,5,25,13,9,1.92,89.0,89.0,89.0,89.0,0.0,6.02,2225.0,34.0,15.0,20.0,23.0,27.5,-26.47,377,90.74,4
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2023-06,2023,6,35,22,16,1.59,89.0,89.0,89.0,89.0,0.0,0.0,3115.0,25.0,34.0,15.0,24.67,27.0,40.0,377,90.74,5
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2023-07,2023,7,22,12,9,1.83,90.67,89.0,89.0,94.0,2.46,1.88,1983.0,35.0,25.0,34.0,31.33,28.33,-37.14,377,90.74,6
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2023-08,2023,8,49,26,17,1.88,93.42,94.0,89.0,94.0,1.63,3.03,4586.0,22.0,35.0,25.0,27.33,25.17,122.73,377,90.74,7
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2023-09,2023,9,13,7,5,1.86,80.86,89.0,65.0,94.0,14.94,-13.44,1101.0,49.0,22.0,35.0,35.33,30.0,-73.47,377,90.74,8
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2023-10,2023,10,15,9,8,1.67,88.33,95.0,65.0,95.0,13.23,9.24,1365.0,13.0,49.0,22.0,28.0,29.67,15.38,377,90.74,9
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2023-11,2023,11,6,2,2,3.0,95.0,95.0,95.0,95.0,0.0,7.55,570.0,15.0,13.0,49.0,25.67,26.5,-60.0,377,90.74,10
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2023-12,2023,12,6,5,4,1.2,93.8,95.0,89.0,95.0,2.68,-1.26,564.0,6.0,15.0,13.0,11.33,23.33,0.0,377,90.74,11
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2024-01,2024,1,8,6,6,1.33,93.0,95.0,89.0,95.0,3.1,-0.85,748.0,6.0,6.0,15.0,9.0,18.5,33.33,377,90.74,12
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2024-02,2024,2,18,6,5,3.0,94.0,95.0,89.0,95.0,2.45,1.08,1698.0,8.0,6.0,6.0,6.67,16.17,125.0,377,90.74,13
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2024-03,2024,3,3,3,3,1.0,95.0,95.0,95.0,95.0,0.0,1.06,285.0,18.0,8.0,6.0,10.67,11.0,-83.33,377,90.74,14
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2024-04,2024,4,4,3,3,1.33,91.0,89.0,89.0,95.0,3.46,-4.21,362.0,3.0,18.0,8.0,9.67,9.33,33.33,377,90.74,15
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2024-05,2024,5,4,2,2,2.0,89.0,89.0,89.0,89.0,0.0,-2.2,356.0,4.0,3.0,18.0,8.33,7.5,0.0,377,90.74,16
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2024-06,2024,6,7,3,2,2.33,93.0,95.0,89.0,95.0,3.46,4.49,647.0,4.0,4.0,3.0,3.67,7.17,75.0,377,90.74,17
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2024-07,2024,7,6,3,3,2.0,95.0,95.0,95.0,95.0,0.0,2.15,570.0,7.0,4.0,4.0,5.0,7.33,-14.29,377,90.74,18
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2024-08,2024,8,2,1,1,2.0,89.0,89.0,89.0,89.0,0.0,-6.32,178.0,6.0,7.0,4.0,5.67,7.0,-66.67,377,90.74,19
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2024-09,2024,9,3,1,1,3.0,89.0,89.0,89.0,89.0,0.0,0.0,267.0,2.0,6.0,7.0,5.0,4.33,50.0,377,90.74,20
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2024-12,2024,12,5,2,2,2.5,95.0,95.0,95.0,95.0,0.0,6.74,475.0,3.0,2.0,6.0,3.67,4.33,66.67,377,90.74,23
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2025-02,2025,2,11,3,3,3.67,93.0,95.0,89.0,95.0,3.46,-2.11,1015.0,5.0,3.0,2.0,3.33,4.5,120.0,377,90.74,25
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2025-03,2025,3,5,2,2,2.5,92.0,92.0,89.0,95.0,4.24,-1.08,463.0,11.0,5.0,3.0,6.33,5.67,-54.55,377,90.74,26
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2025-05,2025,5,4,3,3,1.33,89.15,87.22,87.22,93.0,3.34,-3.1,354.66,5.0,11.0,5.0,7.0,5.33,-20.0,377,90.74,28
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2025-07,2025,7,1,1,1,1.0,95.0,95.0,95.0,95.0,0.0,6.56,95.0,4.0,5.0,11.0,6.67,5.0,-75.0,377,90.74,30
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2025-08,2025,8,3,3,3,1.0,95.0,95.0,95.0,95.0,0.0,0.0,285.0,1.0,4.0,5.0,3.33,4.83,200.0,377,90.74,31
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2025-12,2025,12,10,2,2,5.0,99.0,99.0,99.0,99.0,0.0,4.21,990.0,3.0,1.0,4.0,2.67,4.83,233.33,377,90.74,35
S02-FOLDFL-LWHT,Foldable File Organizer - Large White,Organizers,2026-01,2026,1,2,1,1,2.0,99.0,99.0,99.0,99.0,0.0,0.0,198.0,10.0,3.0,1.0,4.67,5.67,-80.0,377,90.74,36
S02-LDHAMP-LCAT,Laundry Hamper - Large Cat,Organizers,2023-01,2023,1,10,10,10,1.0,179.0,179.0,179.0,179.0,0.0,0.0,1790.0,0.0,0.0,0.0,0.0,0.0,0.0,487,183.33,0
S02-LDHAMP-LCAT,Laundry Hamper - Large Cat,Organizers,2023-02,2023,2,2,2,2,1.0,179.0,179.0,179.0,179.0,0.0,0.0,358.0,10.0,0.0,0.0,10.0,10.0,-80.0,487,183.33,1
S02-LDHAMP-LCAT,Laundry Hamper - Large Cat,Organizers,2023-03,2023,3,26,26,18,1.0,189.0,189.0,189.0,189.0,0.0,5.59,4914.0,2.0,10.0,0.0,6.0,6.0,1200.0,487,183.33,2
